City,Lat,Lng
Le Mans|Pays de la Loire|France,48.02,0.16
Dodoma|Dodoma|Tanzania,-6.2,35.73
Provo|Utah|United States,40.21,-111.65
Union|Missouri|United States,38.43,-90.98
Malé|@|Maldives,4.17,73.5
St Albans|England|United Kingdom,51.75,-0.33
Kuopio|@|Finland,62.91,27.62
Parkville|Missouri|United States,39.19,-94.68
Ufa|Bashkortostan|Russia,54.73,55.94
Moshi|Kilimanjaro|Tanzania,-3.32,37.33
Roorkee|Uttarakhand|India,29.87,77.89
Casa Grande|Arizona|United States,32.89,-111.68
Shiojiri|@|Japan,36.13,137.94
Mthatha|Eastern Cape|South Africa,-31.6,28.75
Qiqihar|Heilongjiang|China,47.35,123.93
Las Condes|Santiago Metropolitan Region|Chile,-33.42,-70.58
Jijel|Jijel|Algeria,36.8,5.75
Vero Beach|Florida|United States,27.65,-80.41
Ashford|England|United Kingdom,51.14,0.91
Janesville|Wisconsin|United States,42.68,-89.02
Ryedale|England|United Kingdom,54.02,-0.97
天平路街道|@|China,31.21,121.45
King's Lynn and West Norfolk|England|United Kingdom,52.76,0.41
Mestre|Veneto|Italy,45.43,12.31
Thessaloniki Municipal Unit|Macedonia and Thrace|Greece,40.6,22.98
Petah Tikva|Center District|Israel,32.08,34.88
Gimcheon-si|@|South Korea,36.12,128.18
Ciudad Madero|Tamaulipas|Mexico,22.28,-97.86
Mytilene|Aegean|Greece,39.1,26.55
Seaside|California|United States,36.65,-121.8
Murray|Utah|United States,40.66,-111.87
Mombasa|Mombasa County|Kenya,-4.07,39.67
Prayagraj|Uttar Pradesh|India,25.49,81.87
Three Rivers|England|United Kingdom,51.62,-0.44
Salalah|Dhofar|Oman,17.01,54.06
Jamestown|New York|United States,42.11,-79.22
Olathe|Kansas|United States,38.88,-94.82
Urgench|Xorazm Region|Uzbekistan,41.56,60.61
Vitacura|Santiago Metropolitan Region|Chile,-33.41,-70.59
Aleppo|Aleppo Governorate|Syria,36.21,37.12
Thornbury Township|Pennsylvania|United States,39.93,-75.53
Monroe|Louisiana|United States,32.53,-92.07
Mentor|Ohio|United States,41.71,-81.3
San Rafael|California|United States,38.01,-122.53
Minhou|Fujian|China,26.07,119.18
凌云路街道|@|China,31.14,121.42
Minoh|@|Japan,34.83,135.51
Londrina|Paraná|Brazil,-23.34,-51.18
Chuncheon-si|@|South Korea,37.86,127.75
New Britain|Connecticut|United States,41.69,-72.76
Grayson|Kentucky|United States,38.34,-82.95
Ji'an City|Jiangxi|China,27.11,115.02
Abeokuta|Ogun|Nigeria,7.16,3.33
Naguanagua|Carabobo State|Venezuela,10.27,-68.0
Zacatecas|Zacatecas|Mexico,22.77,-102.58
Pasig|@|Philippines,14.59,121.07
Ohrid|Southwestern Region|North Macedonia,41.12,20.82
Welwyn Hatfield|England|United Kingdom,51.8,-0.19
Municipal Unit of Cholargos|Attica|Greece,38.0,23.82
Municipal Unit of Psychiko|Attica|Greece,38.01,23.78
Mirpur|Azad Kashmir|Pakistan,33.15,73.74
Ipswich City|Queensland|Australia,-27.62,152.76
Somerset West and Taunton|England|United Kingdom,51.01,-3.12
Makati|@|Philippines,14.55,121.02
Goiânia|Goiás|Brazil,-16.68,-49.24
Solapur|Maharashtra|India,17.67,75.91
Fuji|@|Japan,35.2,138.69
Anseong-si|@|South Korea,37.01,127.26
Skopje|Skopje Region|North Macedonia,41.99,21.47
Mansfield|England|United Kingdom,53.12,-1.13
Hirosaki|@|Japan,40.59,140.47
Covilhã|@|Portugal,40.28,-7.51
Zapopan|Jalisco|Mexico,20.66,-103.42
Siegen|North Rhine-Westphalia|Germany,50.91,8.03
Bentonville|Arkansas|United States,36.36,-94.22
Lappeenranta|@|Finland,61.06,28.19
São José dos Pinhais|Paraná|Brazil,-25.53,-49.11
Kita|@|Japan,35.76,139.72
Kato|@|Japan,34.91,135.02
Pokhara|@|Nepal,28.25,83.99
La Garde|Provence-Alpes-Côte d'Azur|France,43.14,6.02
Castelo Branco|@|Portugal,39.82,-7.5
Nara|@|Japan,34.72,135.78
Simferopol|Autonomous Republic of Crimea|Ukraine,44.94,34.13
Nellore|Andhra Pradesh|India,14.42,79.96
El Chorrillo|Panamá|Panama,8.95,-79.54
North West Leicestershire|England|United Kingdom,52.75,-1.45
Canyon|Texas|United States,34.98,-101.91
Haizhou District|Jiangsu|China,34.61,119.22
Tokorozawa|@|Japan,35.8,139.46
Cary|North Carolina|United States,35.83,-78.76
Kuiwen District|Shandong|China,36.71,119.13
San Miguel de Tucumán|Tucumán|Argentina,-26.84,-65.23
Nanning|Guangxi|China,22.84,108.3
Nagahama|@|Japan,35.36,136.28
Santa Clarita|California|United States,34.38,-118.52
Siheung-si|@|South Korea,37.34,126.73
Greifswald|Mecklenburg-Vorpommern|Germany,54.09,13.41
Peterborough|England|United Kingdom,52.56,-0.32
Taiping|Perak|Malaysia,4.85,100.74
Lichfield|England|United Kingdom,52.69,-1.81
Rock Hill|South Carolina|United States,34.95,-80.95
Mahesana|Gujarat|India,23.61,72.38
Rencheng District|Shandong|China,35.4,116.6
Bernal|Buenos Aires|Argentina,-34.71,-58.28
Guadalupe|Nuevo León|Mexico,25.67,-100.24
Szeged|@|Hungary,46.25,20.15
Faridkot|Punjab|India,30.68,74.74
Pidu District|Sichuan|China,30.77,103.98
Perímetro Urbano Ibagué|Tolima|Colombia,4.43,-75.21
دهستان دستجرد|Qazvin Province|Iran,36.53,50.0
Braintree|Massachusetts|United States,42.21,-71.0
Modena|Emilia-Romagna|Italy,44.65,10.93
Valparaíso|Valparaiso Region|Chile,-33.04,-71.61
Blois|Centre-Loire Valley|France,47.58,1.33
Kfar Sava|Center District|Israel,32.19,34.89
Oxnard|California|United States,34.16,-119.16
Cabuyao|Laguna|Philippines,14.24,121.11
Linköping|@|Sweden,58.4,15.56
Çorum|@|Turkey,40.57,34.98
Bhimdatta|@|Nepal,28.96,80.18
Montpelier|Vermont|United States,44.26,-72.56
Duhok|Iraqi Kurdistan Region|Iraq,36.86,42.99
Bat Yam|Tel Aviv District|Israel,32.01,34.76
Kisangani|Tshopo|Democratic Republic of the Congo,0.52,25.19
Gyor|@|Hungary,47.69,17.63
Centralia|Washington|United States,46.72,-122.96
Bissau|Bissau Autonomous Sector|Guinea-Bissau,11.85,-15.6
Siping City|Jilin|China,43.17,124.35
Shapingba|Chongqing|China,29.54,106.45
Aurangabad|Maharashtra|India,19.88,75.36
Luján|Buenos Aires|Argentina,-34.58,-59.09
Fangshan|Beijing|China,39.72,116.17
Makkah Al Mukarramah|Makkah Region|Saudi Arabia,21.33,39.95
Shanghai|@|China,31.23,121.47
Göttingen|Lower Saxony|Germany,51.54,9.93
Zhangdian District|Shandong|China,36.82,118.03
Bradford|England|United Kingdom,53.81,-1.79
Ramat Negev Regional Council|South District|Israel,31.0,35.0
Breda|North Brabant|Netherlands,51.59,4.8
Jizan|Jazan Province|Saudi Arabia,16.93,42.59
Udine|Friuli-Venezia Giulia|Italy,46.08,13.21
Beibei|Chongqing|China,29.81,106.41
Manokwari|West Papua|Indonesia,-0.84,134.07
Marburg|Hesse|Germany,50.81,8.81
Mardan|Khyber Pakhtunkhwa|Pakistan,34.15,72.05
Lafia|Nasarawa State|Nigeria,8.51,8.52
Gulu|Gulu|Uganda,2.79,32.32
Perímetro Urbano Neiva|Huila|Colombia,2.94,-75.3
Chersonisos Municipal Unit|Region of Crete|Greece,35.34,25.37
Indals-Lidens kommundel|@|Sweden,62.82,16.74
Nonthaburi City Municipality|Nonthaburi Province|Thailand,13.88,100.54
Wheeling|West Virginia|United States,40.07,-80.69
Toyota|@|Japan,35.13,137.19
Wad Madanī|Gezira State|Sudan,14.39,33.53
Jacksonville|Alabama|United States,33.82,-85.77
Santiago de los Caballeros|Santiago|Dominican Republic,19.47,-70.7
Gwangyang-si|@|South Korea,34.96,127.56
Ferrara|Emilia-Romagna|Italy,44.83,11.63
Jianye District|Jiangsu|China,32.04,118.75
Muzaffarabad|Azad Kashmir|Pakistan,34.37,73.47
Owo|Ondo|Nigeria,7.19,5.59
Mission Viejo|California|United States,33.55,-117.67
Davanagere|Karnataka|India,14.45,75.92
Sacheon-si|@|South Korea,35.08,128.08
Ramsey|Minnesota|United States,45.22,-93.42
Bharatpur Metro|@|Nepal,27.68,84.44
Waterville|Maine|United States,44.52,-69.66
Klagenfurt|Carinthia|Austria,46.62,14.26
Hisar|Haryana|India,29.14,75.7
دهستان روضه چای|West Azerbaijan Province|Iran,37.66,44.99
Xiamen City|Fujian|China,24.44,118.09
Hradec Králové|Northeast|Czechia,50.21,15.83
Colwood|British Columbia|Canada,48.43,-123.47
North Vancouver|British Columbia|Canada,49.31,-123.08
Danbury|Connecticut|United States,41.41,-73.44
Oakville|Ontario|Canada,43.45,-79.76
Vavuniya|Northern Province|Sri Lanka,8.76,80.5
Chernivtsi|Chernivtsi Oblast|Ukraine,48.29,25.93
Naha|@|Japan,26.21,127.7
Jyväskylä|@|Finland,62.25,25.74
Defiance|Ohio|United States,41.3,-84.36
Town of Hillsborough|North Carolina|United States,35.98,-79.15
Villa Mercedes|San Luis|Argentina,-33.68,-65.47
Dindigul|Tamil Nadu|India,10.36,77.97
Üniversite Mahallesi|@|Turkey,38.68,39.2
Sumida|@|Japan,35.7,139.8
Yaroslavl|Yaroslavl Oblast|Russia,57.63,39.89
Sault Ste. Marie|Ontario|Canada,46.5,-84.3
Lusaka|Lusaka Province|Zambia,-15.39,28.33
Zamboanga City|@|Philippines,6.87,122.07
Tosu|@|Japan,33.39,130.52
Southend-on-Sea|England|United Kingdom,51.55,0.69
Leganés|Community of Madrid|Spain,40.34,-3.77
Stirling|Scotland|United Kingdom,56.15,-3.92
Dunbar|West Virginia|United States,38.38,-81.77
La Molina|Lima|Peru,-12.08,-76.95
Shigu District|Hunan|China,26.9,112.6
Ballarat|Victoria|Australia,-37.58,143.85
Bhavnagar|Gujarat|India,21.76,72.14
Bab Ezzouar|Algiers|Algeria,36.72,3.18
Jashore|Khulna Division|Bangladesh,23.23,89.13
Libreville|Estuaire Province|Gabon,0.39,9.46
Dothan|Alabama|United States,31.21,-85.36
Torrance|California|United States,33.81,-118.34
Imizu|@|Japan,36.73,137.11
Bincheng District|Shandong|China,37.39,117.99
Lixia District|Shandong|China,36.65,117.12
Shaar HaNegev Regional Council|South District|Israel,31.51,34.6
Xicha|Gansu|China,36.56,103.74
La Plata|Buenos Aires|Argentina,-34.91,-57.95
Sincelejo|Sucre|Colombia,9.31,-75.39
Managua|Managua|Nicaragua,12.11,-86.27
Piacenza|Emilia-Romagna|Italy,45.04,9.78
Hasanabad RD|@|Iran,35.46,51.24
Lower Makefield Township|Pennsylvania|United States,40.23,-74.88
Jimma|Oromia Region|Ethiopia,7.68,36.85
Saanich|British Columbia|Canada,48.47,-123.31
Narashino|@|Japan,35.69,140.02
Ganggu-myeon|@|South Korea,36.38,129.4
Prescott|Arizona|United States,34.55,-112.45
Ganjingzi|Liaoning|China,38.87,121.53
Quincy|Illinois|United States,39.94,-91.39
Niterói|Rio de Janeiro|Brazil,-22.9,-43.12
Clarington|Ontario|Canada,43.88,-78.8
Robe|@|Ethiopia,7.14,40.0
Kryvyi Rih|Dnipropetrovsk Oblast|Ukraine,47.91,33.4
Venice|Veneto|Italy,45.43,12.34
University Endowment Lands|British Columbia|Canada,49.27,-123.24
Maheshtala|West Bengal|India,22.45,88.3
Ingolstadt|Bavaria|Germany,48.78,11.42
Dunaújváros|@|Hungary,46.96,18.93
Kunitachi|@|Japan,35.69,139.45
Jin'an|Fujian|China,26.08,119.37
Benghazi|@|Libya,32.08,20.1
Marshall|Missouri|United States,39.11,-93.19
Bel Air|Maryland|United States,39.56,-76.28
Erlangen|Bavaria|Germany,49.6,11.0
Miramar|Florida|United States,26.08,-80.24
Appleton|Wisconsin|United States,44.26,-88.42
Kitchener|Ontario|Canada,43.43,-80.44
Rawalpindi|Punjab|Pakistan,33.59,73.06
Saihan|Inner Mongolia|China,40.8,111.7
Allentown|Pennsylvania|United States,40.6,-75.51
Szentendre|@|Hungary,47.68,19.08
San Nicolás de los Garza|Nuevo León|Mexico,25.72,-100.31
Nkonkobe Local Municipality|Eastern Cape|South Africa,-32.79,26.85
دهستان سراجوی غربی|East Azerbaijan Province|Iran,37.38,46.28
Anyang-si|@|South Korea,37.39,126.93
Wismar|Mecklenburg-Vorpommern|Germany,53.89,11.45
Middletown Township|Pennsylvania|United States,39.93,-75.45
Komárno|Region of Nitra|Slovakia,47.76,18.13
Racine|Wisconsin|United States,42.72,-87.79
La Ciotat|Provence-Alpes-Côte d'Azur|France,43.2,5.6
Afula|North District|Israel,32.62,35.32
Salinas|California|United States,36.7,-121.63
Yanbu`|Medina Province|Saudi Arabia,24.13,38.06
Beer Tuvia Regional Council|South District|Israel,31.74,34.77
Kelurahan Kampung Bandar|Riau|Indonesia,0.54,101.44
Magdeburg|Saxony-Anhalt|Germany,52.14,11.64
Chișinau|@|Moldova,47.01,28.85
Jindong District|Zhejiang|China,29.14,119.64
Ontario|California|United States,34.03,-117.63
Constanța|@|Romania,44.19,28.65
Maungakiekie-Tāmaki|Auckland|New Zealand,-36.9,174.83
Toowoomba|Queensland|Australia,-27.6,151.93
Dapitan|Zamboanga del Norte|Philippines,8.65,123.42
Jeddah|Makkah Region|Saudi Arabia,21.49,39.25
Wausau|Wisconsin|United States,44.99,-89.65
Girona|Catalonia|Spain,41.97,2.84
Perth|Scotland|United Kingdom,56.4,-3.43
Shunan|@|Japan,34.05,131.84
Khabarovsk|Khabarovsk Krai|Russia,48.53,135.05
Chino|@|Japan,36.01,138.18
Cuiabá|Mato Grosso|Brazil,-15.61,-56.06
Manchester|New Hampshire|United States,42.97,-71.41
Victoria|Texas|United States,28.82,-96.98
Xiangzhou District|Guangdong Province|China,22.35,113.54
Encarnacion|Itapúa|Paraguay,-27.32,-55.87
Krefeld|North Rhine-Westphalia|Germany,51.29,6.56
Vitória|Espírito Santo|Brazil,-20.31,-40.32
Pasay|@|Philippines,14.54,120.99
Cooch Behar|West Bengal|India,26.32,89.47
Clermont-Ferrand|Auvergne-Rhône-Alpes|France,45.78,3.09
Dunedin|Otago|New Zealand,-45.87,170.51
St. Peter|Minnesota|United States,44.32,-93.97
Kashiwazaki|@|Japan,37.34,138.58
Athens|Alabama|United States,34.81,-86.97
Ventura|California|United States,34.28,-119.23
Nahariah|North District|Israel,33.01,35.12
Franklin Township|New Jersey|United States,40.74,-75.03
Catania|Sicily|Italy,37.52,15.06
Lewes|England|United Kingdom,50.77,0.1
Murcia|Region of Murcia|Spain,38.02,-1.17
Nur-Sultan|Nur-Sultan|Kazakhstan,51.16,71.46
Constantine|Constantine|Algeria,36.35,6.62
La Paz|La Paz|Bolivia,-16.5,-68.13
Kenosha|Wisconsin|United States,42.62,-87.82
Barishal|Barisal Division|Bangladesh,22.69,90.36
Cumberland|Maryland|United States,39.65,-78.73
Tours|Centre-Loire Valley|France,47.36,0.7
Oviedo|Asturias|Spain,43.38,-5.85
Bergamo|Lombardy|Italy,45.69,9.67
Slemani|Iraqi Kurdistan Region|Iraq,35.58,45.36
Chico|California|United States,39.73,-121.85
Wenzhou|Zhejiang|China,27.93,120.71
Ensenada|Baja California|Mexico,31.87,-116.67
Ancona|Marche|Italy,43.62,13.51
Pyeongtaek-si|@|South Korea,36.97,126.86
Soja|@|Japan,34.69,133.78
Stavropol|Stavropol Krai|Russia,45.04,41.91
Muzaffarpur|Bihar|India,26.11,85.38
Auburn|Washington|United States,47.3,-122.24
Amritsar|Punjab|India,31.63,74.87
Whitby|Ontario|Canada,43.85,-78.95
Ichikawa|@|Japan,35.74,139.91
Rzeszów|Subcarpathian Voivodeship|Poland,50.03,21.99
Messina|Sicily|Italy,38.23,15.55
Arrah|Bihar|India,25.56,84.66
Shivamogga|Karnataka|India,13.92,75.57
Bidar|Karnataka|India,17.9,77.51
Corner Brook|Newfoundland and Labrador|Canada,48.94,-57.93
Wealden District|England|United Kingdom,50.88,0.25
Salisbury|Maryland|United States,38.36,-75.6
Ardahan|@|Turkey,41.11,42.7
Dresden|Saxony|Germany,51.03,13.73
León|Castile and León|Spain,42.61,-5.56
Setúbal|@|Portugal,38.52,-8.89
Cypress|California|United States,33.83,-118.03
Yao|@|Japan,34.64,135.65
Simi Valley|California|United States,34.29,-118.74
Norwalk|California|United States,33.89,-118.09
Longyan City|Fujian|China,25.03,117.02
Plovdiv|@|Bulgaria,42.14,24.75
Pristina|@|Kosovo,42.64,21.11
Dacorum|England|United Kingdom,51.75,-0.47
Edwardsville|Illinois|United States,38.79,-90.0
Unguwar Rimi|Kaduna State|Nigeria,10.53,7.45
Amarah|Maysan Governorate|Iraq,31.81,47.18
Hatay|@|Turkey,36.34,36.2
Zarqa|Zarqa|Jordan,32.06,36.08
Hengyang|Hunan|China,26.88,112.68
Matsue|@|Japan,35.49,133.07
Zefat|North District|Israel,32.95,35.49
Bankura|West Bengal|India,23.23,87.04
Klaipėda|Klaipeda County|Lithuania,55.72,21.12
Zhangjiakou City|Hebei|China,40.67,114.91
Noakhali|Chattogram Division|Bangladesh,22.79,91.1
Emek HaYarden Regional Council|North District|Israel,32.71,35.59
Ruse|@|Bulgaria,43.85,25.97
Solan|Himachal Pradesh|India,30.91,77.11
Iserlohn|North Rhine-Westphalia|Germany,51.38,7.72
Brookings|South Dakota|United States,44.32,-96.78
Bothell|Washington|United States,47.76,-122.21
Katsushika|@|Japan,35.72,139.86
Moretele Local Municipality|North West|South Africa,-25.25,28.08
Apeldoorn|Gelderland|Netherlands,52.18,5.95
Ramat HaSharon|Tel Aviv District|Israel,32.14,34.85
Sahab|Amman|Jordan,31.85,36.01
Elmbridge|England|United Kingdom,51.35,-0.47
Chihuahua|Chihuahua|Mexico,28.66,-106.09
Shahr-e Kord|Chaharmahal and Bakhtiyari Province|Iran,32.33,50.86
Borough of Runnymede|England|United Kingdom,51.35,-0.49
Tetovo|Polog Region|North Macedonia,41.99,20.96
Pleven|@|Bulgaria,43.41,24.63
Pierre|South Dakota|United States,44.37,-100.34
Cambridge|Ontario|Canada,43.4,-80.31
Tsuru|@|Japan,35.54,138.9
Claremont|New Hampshire|United States,43.38,-72.34
Warrensburg|Missouri|United States,38.76,-93.74
Ginowan|@|Japan,26.26,127.75
Ramos Mejía|Buenos Aires|Argentina,-34.67,-58.56
Criciúma|Santa Catarina|Brazil,-28.7,-49.41
Nouakchott|@|Mauritania,18.09,-15.97
Haridwar|Uttarakhand|India,30.0,78.19
Covington|Louisiana|United States,30.47,-90.11
Podgorica|@|Montenegro,42.44,19.27
Le Chesnay-Rocquencourt|Ile-de-France|France,48.84,2.1
Walnut|California|United States,34.05,-117.85
Mid Sussex District|England|United Kingdom,51.14,0.0
Mulhouse|Grand Est|France,47.73,7.31
Maasin|Southern Leyte|Philippines,10.13,124.85
Nanaimo|British Columbia|Canada,49.16,-123.97
Veliky Novgorod|Novgorod Oblast|Russia,58.54,31.26
Shizuoka|@|Japan,34.98,138.44
Nimes|Occitania|France,43.84,4.36
Kochi|@|Japan,33.56,133.51
شهر بیرجند|South Khorasan Province|Iran,32.88,59.22
Siuri|West Bengal|India,23.91,87.51
Koriyama|@|Japan,37.4,140.35
Iizuka|@|Japan,33.63,130.69
Munster Township|Pennsylvania|United States,40.5,-78.64
Onomichi|@|Japan,34.42,133.16
Nazareth|North District|Israel,32.7,35.29
Ciudad Juárez|Chihuahua|Mexico,31.72,-106.42
Kherson|Kherson Oblast|Ukraine,46.65,32.63
O’Fallon|Missouri|United States,38.82,-90.66
Cranbrook|British Columbia|Canada,49.52,-115.74
Columbia|Kentucky|United States,37.1,-85.3
Mairi|Borno|Nigeria,11.8,13.2
Putuo District|@|China,31.23,121.4
Ogbomosho|Oyo State|Nigeria,8.13,4.27
Langfang City|Hebei|China,39.95,116.8
Wilmot|Ontario|Canada,43.47,-80.54
City of Medan|North Sumatra|Indonesia,3.57,98.66
Kollam|Kerala|India,8.89,76.6
Irkutsk|Irkutsk Oblast|Russia,52.24,104.27
Niiza|@|Japan,35.8,139.55
Semnan|Semnan Province|Iran,35.6,53.44
Local community Rondo|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,43.34,17.8
Kuhpayeh RD|Isfahan Province|Iran,34.02,51.41
East Hampshire|England|United Kingdom,51.18,-0.87
Saidu Sharif|Khyber Pakhtunkhwa|Pakistan,34.75,72.36
Adana|@|Turkey,37.01,35.25
North Union Township|Pennsylvania|United States,39.95,-79.66
Concepción|Biobío Region|Chile,-36.83,-73.05
Kemerovo|Kemerovo Oblast–Kuzbass|Russia,55.35,86.09
Rehovot|Center District|Israel,31.91,34.81
Emek Izrael Regional Council|North District|Israel,32.65,35.29
Zentsuji|@|Japan,34.23,133.78
Beaumont|Texas|United States,30.04,-94.08
Kelowna|British Columbia|Canada,49.86,-119.48
Dijon|Bourgogne-Franche-Comté|France,47.31,5.07
Tamale|Northern Region|Ghana,9.39,-0.82
Chillicothe|Ohio|United States,39.33,-83.0
Arkhangelsk|Arkhangelsk Oblast|Russia,64.53,40.55
Baqubah|Diyala Governorate|Iraq,33.68,44.6
Saga|@|Japan,33.25,130.29
Bydgoszcz|Kuyavian-Pomeranian Voivodeship|Poland,53.13,18.02
Brampton|Ontario|Canada,43.73,-79.65
Cheney|Washington|United States,47.49,-117.58
Amherst|New York|United States,42.96,-78.72
Ponta Grossa|Paraná|Brazil,-25.09,-50.1
Cape Coast|Central Region|Ghana,5.1,-1.28
Johnson City|Tennessee|United States,36.3,-82.37
N'Djamena|@|Chad,12.14,15.05
Gemeinde Breitenwang|Tyrol|Austria,47.49,10.74
Mogi das Cruzes|São Paulo|Brazil,-23.52,-46.18
Hongkou District|@|China,31.28,121.48
Nanchang|Jiangxi|China,28.67,115.81
Vitsebsk|Vitsebsk Region|Belarus,55.18,30.24
West Lancashire|England|United Kingdom,53.56,-2.87
Querétaro|Querétaro|Mexico,20.59,-100.41
Columbus|Georgia|United States,32.5,-84.94
Puerto Princesa|@|Philippines,9.78,118.73
Hardwick Township|New Jersey|United States,41.04,-74.95
Brentwood|England|United Kingdom,51.6,0.3
Manama|Capital Governorate|Bahrain,26.22,50.58
Rostock|Mecklenburg-Vorpommern|Germany,54.18,12.08
Bayamón|Puerto Rico|United States,18.41,-66.19
Martinsburg|West Virginia|United States,39.44,-78.0
San Donato Milanese|Lombardy|Italy,45.42,9.26
Bloemfontein|Free State|South Africa,-29.12,26.21
Guadalajara|Jalisco|Mexico,20.68,-103.36
Bethlehem|Pennsylvania|United States,40.63,-75.38
Midori|@|Japan,36.38,139.3
Sheboygan|Wisconsin|United States,43.75,-87.71
İncivez Mahallesi|@|Turkey,41.45,31.76
Nonoichi|@|Japan,36.53,136.63
Blagoveshchensk|Amur Oblast|Russia,50.27,127.53
Waverley|England|United Kingdom,51.22,-0.81
Murmansk|Murmansk Oblast|Russia,68.95,33.06
Faridpur|Dhaka Division|Bangladesh,23.61,89.84
Tama|@|Japan,35.63,139.46
Reutlingen|Baden-Württemberg|Germany,48.48,9.19
Ryugasaki|@|Japan,35.92,140.19
Scugog|Ontario|Canada,44.09,-78.74
Moline|Illinois|United States,41.47,-90.53
Izumi|@|Japan,34.45,135.46
Armidale|New South Wales|Australia,-30.49,151.64
Noviglio|Lombardy|Italy,45.34,9.1
Kajaani|@|Finland,64.22,27.71
Lubei|Hebei|China,39.63,118.18
Chofu|@|Japan,35.66,139.54
Dickinson|North Dakota|United States,46.88,-102.8
Yavatmal|Maharashtra|India,20.39,78.12
Needham|Massachusetts|United States,42.3,-71.22
Huelva|Andalusia|Spain,37.27,-6.92
Liberec|Northeast|Czechia,50.77,15.07
Maebashi|@|Japan,36.43,139.04
Iași|@|Romania,47.17,27.58
East Grand Rapids|Michigan|United States,42.85,-85.53
Toyoake|@|Japan,35.06,136.98
Morris Township|New Jersey|United States,40.79,-74.53
Katsuyama|@|Japan,36.08,136.51
Muntinlupa|@|Philippines,14.41,121.04
Satara|Maharashtra|India,17.69,74.02
King Sabata Dalindyebo Local Municipality|Eastern Cape|South Africa,-31.59,28.76
Tangail|Dhaka Division|Bangladesh,24.24,89.89
Cocody|Abidjan|Côte d'Ivoire,5.35,-3.99
Rovaniemi|@|Finland,66.49,25.71
Tumwater|Washington|United States,47.02,-122.93
Loudi|Hunan|China,27.61,111.71
Almetyevsk|Tatarstan|Russia,54.9,52.29
Nashik|Maharashtra|India,20.02,73.8
Cádiz|Andalusia|Spain,36.53,-6.29
Biloxi|Mississippi|United States,30.4,-88.89
Upper Allen Township|Pennsylvania|United States,40.16,-76.99
San Fernando|@|Trinidad and Tobago,10.28,-61.47
Aizuwakamatsu|@|Japan,37.52,139.94
Wychavon|England|United Kingdom,52.1,-2.06
Avignon|Provence-Alpes-Côte d'Azur|France,43.95,4.82
Beppu|@|Japan,33.31,131.49
Tamana|@|Japan,32.95,130.55
Ouagadougou|@|Burkina Faso,12.38,-1.5
Borgholzhausen|North Rhine-Westphalia|Germany,52.1,8.27
Ujjain|Madhya Pradesh|India,23.15,75.8
Attock|Punjab|Pakistan,33.77,72.37
湖南路街道|@|China,31.21,121.44
Uwajima|@|Japan,33.24,132.57
Qazvin|Qazvin Province|Iran,36.28,49.99
Bethlehem Township|Pennsylvania|United States,40.67,-75.32
Caracas|Miranda State|Venezuela,10.5,-66.78
Truro|England|United Kingdom,50.27,-5.09
Area B (Shelter Bay/Mica Creek)|British Columbia|Canada,51.01,-118.2
Aberdeen|Washington|United States,46.95,-123.8
"Arba Minch|Southern Nations, Nationalities, and Peoples|Ethiopia",6.07,37.56
Bergisch Gladbach|North Rhine-Westphalia|Germany,50.96,7.18
Zaragoza|Aragon|Spain,41.64,-0.9
Bryan|Texas|United States,30.66,-96.34
Wollongong City Council|New South Wales|Australia,-34.41,150.88
Seropédica|Rio de Janeiro|Brazil,-22.76,-43.69
Saltillo|Coahuila|Mexico,25.44,-100.99
Kuching|Sarawak|Malaysia,1.52,110.35
San Juan|@|Philippines,14.6,121.04
Dongli|Tianjin|China,39.1,117.4
Yangsan-si|@|South Korea,35.43,129.15
Pavia|Lombardy|Italy,45.19,9.16
Shumen|@|Bulgaria,43.28,26.95
Chelmsford|England|United Kingdom,51.74,0.41
Batman Merkez|@|Turkey,37.79,41.06
Edogawa|@|Japan,35.69,139.91
Yeosu-si|@|South Korea,34.73,127.74
Choshi|@|Japan,35.7,140.84
Kericho|Kericho County|Kenya,-0.37,35.29
Sioux City|Iowa|United States,42.48,-96.36
León|Guanajuato|Mexico,21.15,-101.7
Kilgore|Texas|United States,32.38,-94.87
Biratnagar|@|Nepal,26.42,87.27
Aydin|@|Turkey,37.85,27.85
Cheltenham Township|Pennsylvania|United States,40.07,-75.13
Thônex|Geneva|Switzerland,46.21,6.21
Valdosta|Georgia|United States,30.85,-83.29
Suwa|@|Japan,36.03,138.11
Local community Centar II|Federation of Bosnia and Herzegovina|Bosnia and Herzegovina,43.35,17.81
Kenmore|Washington|United States,47.73,-122.25
Doncaster|England|United Kingdom,53.53,-1.13
Lukhanji Local Municipality|Eastern Cape|South Africa,-31.89,26.87
Sundsvalls Gustav Adolf District|@|Sweden,62.39,17.31
Calabar|Cross River State|Nigeria,4.95,8.34
Wilmore|Kentucky|United States,37.86,-84.66
Middelburg|Zeeland|Netherlands,51.5,3.61
Hamedan|Hamadan Province|Iran,34.79,48.48
Derry Township|Pennsylvania|United States,40.42,-79.24
Salisbury|Pennsylvania|United States,40.57,-75.52
Huizhou|Guangdong Province|China,23.13,114.42
North Battleford|Saskatchewan|Canada,52.74,-108.26
Rockhampton|Queensland|Australia,-23.32,150.52
Rafsanjan|Kerman Province|Iran,30.41,55.98
Koshi Haraicha|@|Nepal,26.68,87.35
Hanno|@|Japan,35.83,139.33
